latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.39019,-122.07135,28.0,-25200,America/Los_Angeles,PDT

time,temperature_2m (°F),relativehumidity_2m (%),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),snow_depth (ft),cloudcover (%),visibility (ft),windspeed_10m (mp/h),windspeed_80m (mp/h),winddirection_10m (°),winddirection_80m (°),temperature_80m (°F)
1682719200,75.2,27,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,9.6,12.2,323,314,NaN
1682722800,74.2,26,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,9.3,12.8,318,316,NaN
1682726400,71.9,28,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,8.6,13.0,311,316,NaN
1682730000,68.9,33,2,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.6,12.3,304,316,NaN
1682733600,65.1,41,1,0.000,0.000,0.000,0.000,0.000,100,79199.477,6.2,11.2,296,316,NaN
1682737200,60.9,50,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.8,9.0,281,314,NaN
1682740800,59.1,53,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.3,7.0,270,310,NaN
1682744400,57.9,54,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.6,4.7,263,301,NaN
1682748000,56.8,55,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.3,2.5,250,280,NaN
1682751600,55.9,57,1,0.000,0.000,0.000,0.000,0.000,90,79199.477,3.2,1.8,245,263,NaN
1682755200,55.1,58,2,0.000,0.000,0.000,0.000,0.000,76,79199.477,3.1,1.2,240,248,NaN
1682758800,54.3,61,3,0.000,0.000,0.000,0.000,0.000,59,79199.477,3.1,0.9,240,225,NaN
1682762400,53.6,63,2,0.000,0.000,0.000,0.000,0.000,51,79199.477,3.2,1.1,236,191,NaN
1682766000,53.1,66,1,0.000,0.000,0.000,0.000,0.000,46,79199.477,3.0,1.6,234,180,NaN
1682769600,53.2,68,0,0.000,0.000,0.000,0.000,0.000,39,79199.477,2.9,1.8,238,180,NaN
1682773200,53.9,68,1,0.000,0.000,0.000,0.000,0.000,32,79199.477,2.7,1.4,246,189,NaN
1682776800,55.2,68,2,0.000,0.000,0.000,0.000,0.000,26,79199.477,2.5,0.8,265,236,NaN
1682780400,57.9,64,3,0.000,0.000,0.000,0.000,0.000,18,79199.477,2.9,1.8,293,300,NaN
1682784000,61.0,58,3,0.000,0.000,0.000,0.000,0.000,14,79199.477,4.0,3.4,308,307,NaN
1682787600,65.0,49,3,0.000,0.000,0.000,0.000,0.000,10,79199.477,5.4,5.4,318,308,NaN
1682791200,69.6,40,3,0.000,0.000,0.000,0.000,0.000,7,79199.477,7.2,8.1,324,309,NaN
1682794800,71.8,36,2,0.000,0.000,0.000,0.000,0.000,5,79199.477,8.3,10.0,324,310,NaN
1682798400,73.6,33,1,0.000,0.000,0.000,0.000,0.000,2,79199.477,9.6,11.6,323,311,NaN
1682802000,75.0,31,0,0.000,0.000,0.000,0.000,0.000,2,79199.477,10.3,13.0,321,312,NaN
